Channel Category,Views,Likes,Dislikes,Comments,Publish Date
Music,4189709,102994,17378,5322,2017-02-03
Music,55848377,975082,38163,34618,2017-02-02
Music,73147764,559463,26200,15435,2017-02-01
Music,651930,18401,1819,756,2017-01-28
Music,1,3125,128,0,2017-01-26
Music,4212330,72917,37202,5648,2017-01-18
Music,2,1653,123,0,2017-01-12
Music,0,1823,126,0,2017-01-12
Music,75761396,800212,40600,28060,2017-01-05
Music,48294898,408705,24996,12970,2017-01-04
Music,70095010,535860,23864,17915,2017-01-03
Music,508372,20880,1632,548,2016-12-28
Music,14344794,224393,20702,9604,2016-12-27
Music,765960436,5056535,393687,220759,2016-12-26
Music,40686440,514679,34113,25513,2016-12-23
Music,345257400,2255498,361768,159116,2016-12-21
Music,110678095,1813361,154981,116987,2016-12-19
Music,351936,16192,889,746,2016-12-16
Music,35118284,423547,30156,16656,2016-12-15
Music,64537134,628697,22347,18000,2016-12-14
Music,4651069,79762,18433,8172,2016-12-13
Music,14814648,245682,12559,9324,2016-12-10
Music,30673342,243491,13328,6530,2016-11-30
Music,78704635,724993,26964,30344,2016-11-29
Music,27403177,327761,19766,11393,2016-11-25
Music,184213049,1702513,196561,137088,2016-11-23
Music,76970901,708120,34885,24037,2016-11-18
Music,47271042,694543,46571,32832,2016-11-07
Music,229198394,1326752,92961,46628,2016-11-04
Music,34052093,243110,7557,9047,2016-10-24
Music,25861265,356441,8831,8381,2016-10-11
Music,9495046,192543,23770,9212,2016-09-30
Music,53469746,424672,16028,18493,2016-09-28
Music,301677736,1999081,150935,123474,2016-09-26
Music,15282595,207934,18876,5316,2016-09-26
Music,33208702,497766,285847,107475,2016-09-19
Music,100822808,691505,61105,33336,2016-09-07
Music,47420856,497568,14819,14776,2016-08-26
Music,21963890,380017,9341,20014,2016-08-23
Music,101167328,1845055,56685,147705,2016-07-15
Music,16605388,322982,13269,28700,2016-07-13
Music,31397160,421592,17069,14321,2016-07-12
Music,181190612,1201709,69331,49773,2016-06-22
Music,194698338,1186349,75180,56058,2016-06-20
Music,8783967,126462,4689,3386,2016-05-24
Music,302794985,1816827,129697,79813,2016-05-23
Music,36635570,291617,11101,10278,2016-05-20
Music,163654558,1216222,112785,57478,2016-05-11
Music,14366939,141843,9221,6066,2016-05-09
Music,385654308,2878807,272709,193583,2016-05-02
Music,15079049,297028,9914,10763,2016-04-26
Music,47377743,427702,25621,29904,2016-04-06
Music,71543217,470204,22755,14677,2016-03-28
Music,52741769,402876,17440,13706,2015-12-21
Music,23125888,162315,5399,5207,2015-12-15
Music,206633248,1240409,79780,52909,2015-11-23
Music,25993252,159691,6526,4021,2015-11-16
Music,135777414,987028,67307,53964,2015-11-03
Music,18293124,186977,22546,7713,2015-10-07
Music,200618064,1676508,259409,152382,2015-09-16
Music,75687090,528604,25328,24200,2015-09-02
Music,12541142,92280,3074,2816,2015-08-11
Music,151404432,926532,50685,31623,2015-06-22
Music,34043363,333512,24995,13902,2015-04-22
Music,9050706,83148,2838,2596,2015-03-30
Music,13631797,153946,10341,6177,2015-03-23
Music,24750165,343814,17468,10454,2015-03-18
Music,18685514,184130,11441,7176,2015-02-12
Music,40529430,490376,34604,24587,2014-08-25
Music,34806039,212764,6745,6859,2014-08-05
Music,11432643,67275,2178,2120,2014-06-17
Music,8584626,95476,4604,8926,2013-12-09
Music,87389000,588118,26002,30777,2013-08-13
Music,25563964,127987,5464,7625,2013-06-19
Music,30294759,177249,12036,4768,2013-03-11
