Channel Category,Views,Likes,Dislikes,Comments,Publish Date
Gaming,26028918,366857,10775,42520,2014-09-09
Gaming,15262313,277601,6761,11946,2014-09-04
Gaming,20951768,594756,19738,29673,2014-09-01
Gaming,22274710,456507,13538,33431,2014-08-22
Gaming,19181717,334238,10188,21150,2014-08-21
Gaming,13784731,302863,7374,12411,2014-08-13
Gaming,28314557,491794,15451,19510,2014-08-11
Gaming,21378046,262367,10841,15896,2014-08-03
Gaming,15528755,347886,9583,30971,2014-07-31
Gaming,21095785,254712,8129,15745,2014-07-28
Gaming,7713849,154658,5106,18198,2014-07-08
Gaming,33041728,557974,33006,57781,2014-06-28
Gaming,16489425,304533,9950,10910,2014-06-24
Gaming,33439955,652842,15664,30475,2014-06-15
Gaming,17548798,330988,9304,14678,2014-06-08
Gaming,24674242,347571,10474,23839,2014-06-05
Gaming,24555159,391255,12040,14378,2014-06-01
Gaming,14333773,514506,8783,23128,2014-05-29
Gaming,12677435,160957,11413,22509,2014-05-26
Gaming,10649667,248788,4375,19021,2014-05-14
Gaming,17219358,404667,17254,23555,2014-05-11
Gaming,17293328,341555,8359,12796,2014-05-02
Gaming,21442103,417615,14711,35592,2014-04-30
Gaming,15685929,275606,8730,14672,2014-04-26
Gaming,31654305,693122,17068,75327,2014-04-20
Gaming,11935755,225452,5676,8666,2014-04-14
Gaming,9240227,228172,6116,11756,2014-04-03
Gaming,14687772,330129,6395,19836,2014-03-20
Gaming,12524574,146139,5343,8060,2014-03-16
Gaming,6280435,76205,3550,4273,2014-03-13
Gaming,16826571,264874,7899,21953,2014-03-07
Gaming,12654739,151523,5366,6905,2014-03-01
Gaming,25626637,326241,10766,14904,2014-02-26
Gaming,25948945,207357,7220,10082,2014-02-18
Gaming,11781461,359761,8053,28205,2014-02-11
Gaming,11164121,136811,5919,8151,2014-02-08
Gaming,7746118,119237,3778,4990,2014-02-02
Gaming,18785401,413752,23800,16134,2014-01-30
Gaming,18328406,323335,12350,14035,2014-01-23
Gaming,14868251,217769,7236,7105,2014-01-15
Gaming,19833997,190358,9679,10160,2014-01-09
Gaming,15008539,200960,8528,9525,2014-01-02
Gaming,11087551,224738,4778,9985,2013-12-24
Gaming,57986310,473281,21936,25471,2013-12-15
Gaming,24954210,407152,10627,18673,2013-12-07
Gaming,22880587,266179,12165,18613,2013-12-04
Gaming,22493846,580012,16349,21190,2013-11-18
Gaming,2525966,40758,1537,3482,2013-11-06
Gaming,25922645,322082,7299,11088,2013-10-26
Gaming,15023726,391641,9033,50338,2013-10-18
Gaming,24861302,350520,11312,8744,2013-10-12
Gaming,8389989,106266,4263,8158,2013-09-25
Gaming,8236599,178942,7484,18481,2013-09-13
Gaming,15648623,208370,6794,10673,2013-09-08
Gaming,5439035,69149,3007,3925,2013-08-24
Gaming,11013992,208633,4749,10369,2013-08-17
Gaming,26738519,869490,48761,56154,2013-08-01
Gaming,4339077,71479,1892,6063,2013-07-11
Gaming,3462596,52660,2062,2344,2013-06-21
Gaming,12370088,150823,7851,16214,2013-06-19
Gaming,16198151,409590,12664,50553,2013-05-26
Gaming,1763258,37404,923,2868,2013-04-09
Gaming,3351773,48848,1321,3337,2013-04-05
Gaming,2650206,49286,1397,1470,2013-03-02
Gaming,2892902,73319,1722,2465,2013-02-14
Gaming,3587609,93899,2848,8339,2013-02-08
Gaming,1518688,30793,799,1183,2013-01-28
Gaming,3328503,55776,1255,4061,2013-01-22
Gaming,6549322,147047,6853,17107,2012-12-29
Gaming,2175482,34150,1310,1609,2012-12-23
Gaming,1288908,30302,760,1668,2012-10-17
Gaming,565573,16977,383,1052,2012-09-20
Gaming,95153,2210,62,94,2012-09-18
How-to & Style,160947,3259,105,116,2012-09-04
Gaming,9222988,151551,5103,6586,2012-08-27
Gaming,3969573,66643,1936,4995,2012-08-21
Film & Animation,5911195,171690,6184,17596,2011-05-06
