Channel Category,Views,Likes,Dislikes,Comments,Publish Date
Sports,76214154,438627,10900,59609,2013-08-19
Sports,101514558,553202,23219,40086,2013-08-05
Sports,24041176,146642,3588,65538,2013-07-15
Sports,33268797,163841,4960,10770,2013-07-01
Sports,22703153,150950,4399,11016,2013-06-17
Sports,8526529,53617,1621,32305,2013-05-07
Sports,22901785,157769,3070,8956,2013-04-04
Sports,14194303,68118,1992,5074,2013-01-24
Sports,26054485,183593,3254,11062,2012-11-17
Sports,13405927,68636,1807,7061,2012-11-09
Sports,20630975,124500,2489,7507,2012-10-24
Sports,12530924,91787,2184,2005,2012-08-24
Sports,61751923,401607,22932,29795,2012-08-21
Sports,14511836,100812,3174,3443,2012-08-10
Sports,12401818,71209,2296,4312,2012-07-18
Sports,5588924,27103,894,1475,2012-06-26
Sports,5640900,23716,585,1056,2012-04-05
Sports,10030187,83288,1642,4569,2012-03-02
Sports,11823243,69029,1676,4425,2012-01-28
Sports,6201145,110332,1528,9756,2011-12-10
Sports,23703954,173577,3172,11500,2011-10-12
Sports,5731288,20040,637,596,2011-07-23
Sports,6479669,27554,872,2121,2011-05-09
Sports,14963508,74918,3122,5770,2011-04-12
Sports,2764321,12418,214,1320,2011-03-16
Sports,1697966,14950,434,1076,2011-01-22
Sports,2294066,11867,272,1432,2010-11-12
Entertainment,11003727,40654,1541,1605,2010-10-29
Entertainment,4150825,21534,373,2609,2010-09-24
Sports,3618215,12563,414,589,2010-04-02
Sports,1969526,8872,176,538,2010-02-26
Sports,2025309,8956,213,507,2010-02-17
Sports,2541035,13711,383,607,2010-02-13
Sports,11607425,21043,865,4089,2009-09-18
Sports,19846882,83778,2286,3166,2009-08-30
Sports,4740728,23787,472,2993,2009-05-08
Sports,26334783,330964,5811,37184,2009-04-09
